pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y
372.730000,199.550000,357.660000,285.600000,328.680000,366.810000,295.310000,436.120000,231.930000,540.850000,193.340000,591.240000,162.970000,665.380000
372.730000,199.540000,357.650000,285.600000,328.660000,366.820000,295.300000,436.110000,231.950000,540.840000,193.420000,591.180000,162.990000,665.380000
372.730000,199.540000,357.640000,285.590000,328.650000,366.810000,295.290000,436.110000,231.940000,540.830000,193.410000,591.190000,163.000000,665.370000
372.720000,199.530000,357.630000,285.610000,328.670000,366.810000,295.280000,436.110000,231.930000,540.840000,193.420000,591.190000,162.990000,665.370000
372.730000,199.540000,357.630000,285.590000,328.650000,366.820000,295.280000,436.120000,231.930000,540.830000,193.450000,591.190000,163.000000,665.370000
372.720000,199.540000,357.630000,285.600000,328.640000,366.820000,295.270000,436.110000,231.940000,540.810000,193.410000,591.200000,163.010000,665.390000
372.730000,199.530000,357.620000,285.620000,328.640000,366.820000,295.270000,436.110000,231.910000,540.820000,193.370000,591.210000,163.020000,665.400000
372.710000,199.540000,357.600000,285.590000,328.630000,366.830000,295.260000,436.110000,231.940000,540.790000,193.450000,591.160000,163.030000,665.390000
372.710000,199.530000,357.600000,285.610000,328.640000,366.820000,295.240000,436.110000,231.930000,540.780000,193.690000,591.040000,163.030000,665.420000
372.690000,199.540000,357.580000,285.580000,328.600000,366.810000,295.210000,436.110000,231.890000,540.770000,193.660000,591.040000,163.050000,665.420000
372.680000,199.550000,357.550000,285.570000,328.580000,366.810000,295.200000,436.100000,231.890000,540.770000,193.660000,591.030000,163.090000,665.440000
372.670000,199.530000,357.550000,285.590000,328.550000,366.810000,295.160000,436.090000,231.890000,540.740000,193.650000,591.030000,163.110000,665.390000
372.660000,199.530000,357.550000,285.590000,328.540000,366.820000,295.130000,436.090000,231.820000,540.740000,193.620000,591.010000,163.130000,665.390000
372.660000,199.540000,357.520000,285.580000,328.490000,366.840000,295.110000,436.080000,231.850000,540.720000,193.650000,591.000000,163.150000,665.380000
